,id,cooperation
0,69275-81864,0.0
0,53967-67926,0.0
0,53967-69018,0.0
0,67926-68997,0.0
0,67926-69018,0.0
0,68997-69018,0.0
0,53967-68460,0.0
0,53967-69361,0.0
0,53967-69474,0.0
0,68460-68561,1.0
0,68460-68997,0.0
0,68460-69361,0.0
0,68460-69474,0.0
0,68460-81864,0.0
0,68561-69361,0.0
0,68561-69474,0.0
0,68997-69361,0.0
0,68997-69474,0.0
0,69361-69474,0.0
0,69361-81864,0.0
0,69474-81864,0.0
0,55298-96315,0.0
0,55298-141575,0.0
0,96315-141575,0.0
0,55298-56671,0.0
0,56671-141575,0.0
0,55298-96515,0.0
0,56671-96515,1.0
0,59924-69857,54.0
0,63148-148700,0.0
0,63148-185417,0.0
0,63148-184904,0.0
0,63669-84786,0.0
0,63669-96378,53.0
0,84786-96378,0.0
0,65354-76382,0.0
0,65578-183899,0.0
0,66554-111953,0.0
0,66554-112162,0.0
0,66554-112178,0.0
0,66554-112305,0.0
0,66554-112315,0.0
0,111953-112162,0.0
0,111953-112178,0.0
0,111953-112305,0.0
0,111953-112315,0.0
0,112162-112178,0.0
0,112162-112305,0.0
0,112162-112315,0.0
0,112178-112305,0.0
0,112178-112315,0.0
0,112305-112315,0.0
0,66709-67244,0.0
0,66709-67316,0.0
0,67244-67316,0.0
0,67488-84786,0.0
0,67488-96378,309.0
0,67488-114839,0.0
0,84786-114839,0.0
0,96378-114839,0.0
0,67488-112743,0.0
0,84786-112743,0.0
0,96378-112743,0.0
0,67488-86717,0.0
0,67488-120907,0.0
0,84786-86717,0.0
0,84786-120907,0.0
0,86717-96378,0.0
0,86717-120907,0.0
0,96378-120907,0.0
0,67488-72236,296.0
0,67488-112707,0.0
0,72236-84786,0.0
0,72236-96378,295.0
0,72236-112707,0.0
0,72236-120907,0.0
0,84786-112707,0.0
0,96378-112707,0.0
0,112707-120907,0.0
0,72236-86717,0.0
0,86717-112707,0.0
0,67488-72805,0.0
0,72236-72805,0.0
0,72805-84786,0.0
0,72805-96378,0.0
0,68115-68979,0.0
0,68115-71220,11.0
0,68115-101188,4.0
0,68979-71220,1.0
0,68979-101188,0.0
0,71220-101188,10.0
0,69264-93501,0.0
0,70406-136375,0.0
0,72707-72899,16.0
0,72707-74319,9.0
0,72707-112319,0.0
0,72899-74319,1.0
0,72899-112319,0.0
0,74319-112319,0.0
0,72707-72713,10.0
0,72707-94803,2.0
0,72713-72899,21.0
0,72713-74319,1.0
0,72713-94803,12.0
0,72899-94803,4.0
0,74319-94803,0.0
0,72892-90277,1.0
0,76876-121494,0.0
0,78406-81935,1.0
0,82360-85868,0.0
0,82360-95944,0.0
0,82360-100179,0.0
0,85868-95944,1.0
0,85868-100179,0.0
0,95944-100179,0.0
0,83797-153551,0.0
0,95774-95936,0.0
0,95774-96414,0.0
0,95774-96888,0.0
0,95774-96897,0.0
0,95936-96414,0.0
0,95936-96888,1.0
0,95936-96897,2.0
0,96414-96888,0.0
0,96414-96897,0.0
0,96888-96897,1.0
0,95833-95840,1.0
0,95833-96888,1.0
0,95833-96897,1.0
0,95833-102409,0.0
0,95840-96888,1.0
0,95840-96897,1.0
0,95840-102409,0.0
0,96888-102409,0.0
0,96897-102409,0.0
0,95846-95936,2.0
0,96194-96204,0.0
0,96194-98410,0.0
0,98121-154334,0.0
0,98121-154341,0.0
0,98121-166593,0.0
0,98121-171701,0.0
0,154334-154341,0.0
0,154334-166593,0.0
0,154334-171701,0.0
0,154341-166593,0.0
0,154341-171701,0.0
0,166593-171701,0.0
0,99070-121741,0.0
0,99070-174077,0.0
0,121741-174077,0.0
0,99510-99746,0.0
0,99510-103026,1.0
0,99510-107565,0.0
0,99746-103026,2.0
0,99746-107565,1.0
0,103026-107565,2.0
0,101693-112543,0.0
0,101693-120346,0.0
0,101693-135294,0.0
0,101693-182230,0.0
0,120346-135294,0.0
0,120346-182230,0.0
0,135294-182230,0.0
0,102414-178916,0.0
0,102428-106452,0.0
0,102428-136375,0.0
0,102428-163708,0.0
0,102428-178916,0.0
0,106452-136375,0.0
0,106452-163708,0.0
0,106452-178916,0.0
0,136375-163708,0.0
0,136375-178916,0.0
0,163708-178916,0.0
0,105738-156050,0.0
0,112543-182230,0.0
0,112817-122000,0.0
0,112817-122029,0.0
0,112817-122054,0.0
0,122000-122004,0.0
0,122000-122029,0.0
0,122000-122054,0.0
0,122004-122029,0.0
0,112817-144205,0.0
0,112817-180397,0.0
0,112817-121998,0.0
0,112817-122025,0.0
0,112817-122044,0.0
0,114741-115098,0.0
0,114867-122745,0.0
0,114867-140874,0.0
0,122745-140874,0.0
0,114867-149420,0.0
0,114903-118638,0.0
0,114919-114928,0.0
0,114919-114920,0.0
0,114919-138223,0.0
0,114920-138223,0.0
0,114946-142966,0.0
0,114946-142975,0.0
0,115140-115683,0.0
0,115745-118698,0.0
0,115745-119084,0.0
0,115745-115753,0.0
0,115745-115749,0.0
0,115749-115753,0.0
0,115749-118698,0.0
0,115753-118698,0.0
0,115749-119084,0.0
0,118698-119084,0.0
0,115753-119084,0.0
0,115753-116992,0.0
0,116992-118698,0.0
0,115834-150899,0.0
0,115834-183899,0.0
0,150899-183899,0.0
0,115834-182393,0.0
0,150899-182393,0.0
0,115834-167160,0.0
0,150899-167160,0.0
0,167160-183899,0.0
0,167160-182393,0.0
0,116559-116594,0.0
0,117405-120265,0.0
0,118819-120931,0.0
0,118819-186283,0.0
0,118819-145961,0.0
0,120931-145961,0.0
0,120931-186283,0.0
0,145961-186283,0.0
0,118819-145170,0.0
0,120931-145170,0.0
0,121494-185919,0.0
0,121494-147218,0.0
0,121998-122043,0.0
0,121998-122000,0.0
0,122000-122043,0.0
0,122000-122044,0.0
0,122043-122044,0.0
0,122029-122043,0.0
0,122029-122044,0.0
0,121998-122068,0.0
0,122043-122068,0.0
0,122044-122068,0.0
0,122054-180397,0.0
0,122000-122068,0.0
0,121998-147596,0.0
0,122025-147596,0.0
0,122054-147596,0.0
0,122025-122043,0.0
0,122043-144205,0.0
0,122000-144205,0.0
0,122000-146350,0.0
0,122000-147596,0.0
0,122054-146350,0.0
0,146350-147596,0.0
0,122000-122014,0.0
0,122000-122015,0.0
0,122000-122016,0.0
0,122000-122018,0.0
0,122000-122022,0.0
0,122000-122023,0.0
0,122000-122025,0.0
0,122000-122028,0.0
0,122000-122034,0.0
0,122000-122039,0.0
0,122000-122040,0.0
0,122000-122042,0.0
0,122000-122067,0.0
0,122000-122073,0.0
0,122000-122076,0.0
0,122000-122097,0.0
0,122000-138180,0.0
0,122000-148793,0.0
0,122004-122014,0.0
0,122004-122015,0.0
0,122004-122016,0.0
0,122004-122018,0.0
0,122004-122022,0.0
0,122004-122023,0.0
0,122004-122028,0.0
0,122004-122034,0.0
0,122004-122039,0.0
0,122004-122040,0.0
0,122004-122042,0.0
0,122004-122067,0.0
0,122004-122068,0.0
0,122004-122073,0.0
0,122004-122076,0.0
0,122004-122097,0.0
0,122004-138180,0.0
0,122004-148793,0.0
0,122014-122015,0.0
0,122014-122016,0.0
0,122014-122018,0.0
0,122014-122022,0.0
0,122014-122023,0.0
0,122014-122025,0.0
0,122014-122028,0.0
0,122014-122034,0.0
0,122014-122039,0.0
0,122014-122040,0.0
0,122014-122042,0.0
0,122014-122043,0.0
0,122014-122044,0.0
0,122014-122067,0.0
0,122014-122068,0.0
0,122014-122073,0.0
0,122014-122076,0.0
0,122014-122097,0.0
0,122014-138180,0.0
0,122014-148793,0.0
0,122015-122016,0.0
0,122015-122018,0.0
0,122015-122022,0.0
0,122015-122023,0.0
0,122015-122025,0.0
0,122015-122028,0.0
0,122015-122034,0.0
0,122015-122039,0.0
0,122015-122040,0.0
0,122015-122042,0.0
0,122015-122043,0.0
0,122015-122044,0.0
0,122015-122067,0.0
0,122015-122068,0.0
0,122015-122073,0.0
0,122015-122076,0.0
0,122015-122097,0.0
0,122015-138180,0.0
0,122015-148793,0.0
0,122016-122018,0.0
0,122016-122022,0.0
0,122016-122023,0.0
0,122016-122025,0.0
0,122016-122028,0.0
0,122016-122034,0.0
0,122016-122039,0.0
0,122016-122040,0.0
0,122016-122042,0.0
0,122016-122043,0.0
0,122016-122044,0.0
0,122016-122067,0.0
0,122016-122068,0.0
0,122016-122073,0.0
0,122016-122076,0.0
0,122016-122097,0.0
0,122016-138180,0.0
0,122016-148793,0.0
0,122018-122022,0.0
0,122018-122023,0.0
0,122018-122025,0.0
0,122018-122028,0.0
0,122018-122034,0.0
0,122018-122039,0.0
0,122018-122040,0.0
0,122018-122042,0.0
0,122018-122043,0.0
0,122018-122044,0.0
0,122018-122067,0.0
0,122018-122068,0.0
0,122018-122073,0.0
0,122018-122076,0.0
0,122018-122097,0.0
0,122018-138180,0.0
0,122018-148793,0.0
0,122022-122023,0.0
0,122022-122025,0.0
0,122022-122028,0.0
0,122022-122034,0.0
0,122022-122039,0.0
0,122022-122040,0.0
0,122022-122042,0.0
0,122022-122043,0.0
0,122022-122044,0.0
0,122022-122067,0.0
0,122022-122068,0.0
0,122022-122073,0.0
0,122022-122076,0.0
0,122022-122097,0.0
0,122022-138180,0.0
0,122022-148793,0.0
0,122023-122025,0.0
0,122023-122028,0.0
0,122023-122034,0.0
0,122023-122039,0.0
0,122023-122040,0.0
0,122023-122042,0.0
0,122023-122043,0.0
0,122023-122044,0.0
0,122023-122067,0.0
0,122023-122068,0.0
0,122023-122073,0.0
0,122023-122076,0.0
0,122023-122097,0.0
0,122023-138180,0.0
0,122023-148793,0.0
0,122025-122028,0.0
0,122025-122034,0.0
0,122025-122039,0.0
0,122025-122040,0.0
0,122025-122042,0.0
0,122025-122044,0.0
0,122025-122067,0.0
0,122025-122068,0.0
0,122025-122073,0.0
0,122025-122076,0.0
0,122025-122097,0.0
0,122025-138180,0.0
0,122025-148793,0.0
0,122028-122034,0.0
0,122028-122039,0.0
0,122028-122040,0.0
0,122028-122042,0.0
0,122028-122043,0.0
0,122028-122044,0.0
0,122028-122067,0.0
0,122028-122068,0.0
0,122028-122073,0.0
0,122028-122076,0.0
0,122028-122097,0.0
0,122028-138180,0.0
0,122028-148793,0.0
0,122034-122039,0.0
0,122034-122040,0.0
0,122034-122042,0.0
0,122034-122043,0.0
0,122034-122044,0.0
0,122034-122067,0.0
0,122034-122068,0.0
0,122034-122073,0.0
0,122034-122076,0.0
0,122034-122097,0.0
0,122034-138180,0.0
0,122034-148793,0.0
0,122039-122040,0.0
0,122039-122042,0.0
0,122039-122043,0.0
0,122039-122044,0.0
0,122039-122067,0.0
0,122039-122068,0.0
0,122039-122073,0.0
0,122039-122076,0.0
0,122039-122097,0.0
0,122039-138180,0.0
0,122039-148793,0.0
0,122040-122042,0.0
0,122040-122043,0.0
0,122040-122044,0.0
0,122040-122067,0.0
0,122040-122068,0.0
0,122040-122073,0.0
0,122040-122076,0.0
0,122040-122097,0.0
0,122040-138180,0.0
0,122040-148793,0.0
0,122042-122043,0.0
0,122042-122044,0.0
0,122042-122067,0.0
0,122042-122068,0.0
0,122042-122073,0.0
0,122042-122076,0.0
0,122042-122097,0.0
0,122042-138180,0.0
0,122042-148793,0.0
0,122043-122067,0.0
0,122043-122073,0.0
0,122043-122076,0.0
0,122043-122097,0.0
0,122043-138180,0.0
0,122043-148793,0.0
0,122044-122067,0.0
0,122044-122073,0.0
0,122044-122076,0.0
0,122044-122097,0.0
0,122044-138180,0.0
0,122044-148793,0.0
0,122067-122068,0.0
0,122067-122073,0.0
0,122067-122076,0.0
0,122067-122097,0.0
0,122067-138180,0.0
0,122067-148793,0.0
0,122068-122073,0.0
0,122068-122076,0.0
0,122068-122097,0.0
0,122068-138180,0.0
0,122068-148793,0.0
0,122073-122076,0.0
0,122073-122097,0.0
0,122073-138180,0.0
0,122073-148793,0.0
0,122076-122097,0.0
0,122076-138180,0.0
0,122076-148793,0.0
0,122097-138180,0.0
0,122097-148793,0.0
0,138180-148793,0.0
0,122043-122054,0.0
0,122004-146350,0.0
0,146350-180397,0.0
0,122025-146350,0.0
0,144205-146350,0.0
0,122044-122054,0.0
0,122044-144205,0.0
0,122029-180397,0.0
0,122004-147596,0.0
0,144205-147596,0.0
0,122043-147596,0.0
0,147596-180397,0.0
0,122043-180397,0.0
0,122745-132304,0.0
0,132304-140874,0.0
0,122745-149420,0.0
0,123725-123804,0.0
0,123725-125495,0.0
0,123725-123770,0.0
0,123770-123804,0.0
0,123725-138594,0.0
0,123770-138594,0.0
0,123804-138594,0.0
0,123770-125495,0.0
0,123804-125495,0.0
0,125495-138594,0.0
0,124555-157021,0.0
0,140874-149420,0.0
0,142975-146107,0.0
0,145170-145961,0.0
0,150062-163414,0.0
0,154341-172997,0.0
0,154341-173022,0.0
0,166593-172997,0.0
0,166593-173022,0.0
0,172997-173022,0.0
0,154649-154650,0.0
0,154649-169951,0.0
0,154650-169951,0.0
0,167740-182318,0.0
0,169949-178574,0.0
0,169949-179827,0.0
0,178574-179827,0.0
0,170619-182852,0.0
0,174501-174888,0.0
0,182393-183899,0.0
0,13-141,0.0
0,13-127469,0.0
0,141-127469,0.0
0,13-191,0.0
0,13-140205,0.0
0,191-140205,0.0
0,150-150491,0.0
0,150-156952,0.0
0,150-185807,0.0
0,150491-156952,0.0
0,150491-185807,0.0
0,156952-185807,0.0
0,150-125088,0.0
0,150-70027,2.0
0,150-78123,0.0
0,78123-125088,0.0
0,78123-185807,0.0
0,125088-185807,0.0
0,150-79373,4.0
0,150-191,0.0
0,150-140205,0.0
0,150-172351,0.0
0,191-172351,0.0
0,140205-172351,0.0
0,156952-172351,0.0
0,508-532,0.0
0,508-562,0.0
0,532-562,0.0
0,508-519,0.0
0,508-14716,0.0
0,519-14716,0.0
0,1046-69337,2.0
0,1046-105457,2.0
0,69337-105457,33.0
0,1046-25159,0.0
0,25159-69337,0.0
0,25159-105457,0.0
0,1046-74951,0.0
0,25159-74951,0.0
0,69337-74951,1.0
0,74951-105457,1.0
0,2700-27288,0.0
0,8350-41781,3.0
0,8350-112817,0.0
0,41781-112817,0.0
0,8350-122034,0.0
0,8350-148793,0.0
0,112817-122034,0.0
0,112817-148793,0.0
0,122034-148793,0.0
0,9532-53967,0.0
0,9532-68997,0.0
0,9532-69018,0.0
0,9532-81864,0.0
0,53967-68997,0.0
0,53967-69018,0.0
0,53967-81864,0.0
0,68997-69018,0.0
0,68997-81864,0.0
0,69018-81864,0.0
0,11023-14574,2.0
0,11023-25260,2.0
0,11023-25813,0.0
0,25260-25813,0.0
0,11023-121857,0.0
0,11731-20375,0.0
0,11731-143766,0.0
0,11731-151278,0.0
0,11731-151279,0.0
0,20375-143766,0.0
0,20375-151278,0.0
0,20375-151279,0.0
0,143766-151278,0.0
0,143766-151279,0.0
0,151278-151279,0.0
0,11808-14011,0.0
0,12318-12694,1.0
0,12318-66607,70.0
0,12318-76286,0.0
0,12318-76289,20.0
0,12318-76292,0.0
0,12318-159850,0.0
0,12318-159861,0.0
0,12318-159862,0.0
0,12318-185931,0.0
0,12694-66607,3.0
0,12694-76286,0.0
0,12694-76289,0.0
0,12694-76292,0.0
0,12694-159850,0.0
0,12694-159861,0.0
0,12694-159862,0.0
0,12694-185931,0.0
0,66607-76286,0.0
0,66607-76289,27.0
0,66607-76292,0.0
0,66607-159850,0.0
0,66607-159861,0.0
0,66607-159862,0.0
0,66607-185931,0.0
0,76286-76289,0.0
0,76286-76292,0.0
0,76286-159850,0.0
0,76286-159861,0.0
0,76286-159862,0.0
0,76286-185931,0.0
0,76289-76292,0.0
0,76289-159850,0.0
0,76289-159861,0.0
0,76289-159862,0.0
0,76289-185931,0.0
0,76292-159850,0.0
0,76292-159861,0.0
0,76292-159862,0.0
0,76292-185931,0.0
0,159850-159861,0.0
0,159850-159862,0.0
0,159850-185931,0.0
0,159861-159862,0.0
0,159861-185931,0.0
0,159862-185931,0.0
0,12694-69799,0.0
0,12694-162617,0.0
0,12694-185932,0.0
0,12694-185935,0.0
0,12694-185937,0.0
0,66607-69799,3.0
0,66607-162617,0.0
0,66607-185932,0.0
0,66607-185935,0.0
0,66607-185937,0.0
0,69799-76286,0.0
0,69799-76289,2.0
0,69799-159850,0.0
0,69799-162617,0.0
0,69799-185931,0.0
0,69799-185932,0.0
0,69799-185935,0.0
0,69799-185937,0.0
0,76286-162617,0.0
0,76286-185932,0.0
0,76286-185935,0.0
0,76286-185937,0.0
0,76289-162617,0.0
0,76289-185932,0.0
0,76289-185935,0.0
0,76289-185937,0.0
0,159850-162617,0.0
0,159850-185932,0.0
0,159850-185935,0.0
0,159850-185937,0.0
0,162617-185931,0.0
0,162617-185932,0.0
0,162617-185935,0.0
0,162617-185937,0.0
0,185931-185932,0.0
0,185931-185935,0.0
0,185931-185937,0.0
0,185932-185935,0.0
0,185932-185937,0.0
0,185935-185937,0.0
0,12694-94183,0.0
0,12694-145010,0.0
0,12694-165707,0.0
0,66607-94183,0.0
0,66607-145010,0.0
0,66607-165707,0.0
0,69799-76292,0.0
0,69799-94183,0.0
0,69799-145010,0.0
0,69799-159861,0.0
0,69799-165707,0.0
0,76286-94183,0.0
0,76286-145010,0.0
0,76286-165707,0.0
0,76289-94183,0.0
0,76289-145010,0.0
0,76289-165707,0.0
0,76292-94183,0.0
0,76292-145010,0.0
0,76292-162617,0.0
0,76292-165707,0.0
0,76292-185932,0.0
0,76292-185935,0.0
0,94183-145010,0.0
0,94183-159850,0.0
0,94183-159861,0.0
0,94183-162617,0.0
0,94183-165707,0.0
0,94183-185931,0.0
0,94183-185932,0.0
0,94183-185935,0.0
0,145010-159850,0.0
0,145010-159861,0.0
0,145010-162617,0.0
0,145010-165707,0.0
0,145010-185931,0.0
0,145010-185932,0.0
0,145010-185935,0.0
0,159850-165707,0.0
0,159861-162617,0.0
0,159861-165707,0.0
0,159861-185932,0.0
0,159861-185935,0.0
0,162617-165707,0.0
0,165707-185931,0.0
0,165707-185932,0.0
0,165707-185935,0.0
0,14574-25813,0.0
0,15603-53451,0.0
0,15603-53967,0.0
0,15603-68561,0.0
0,15603-68997,0.0
0,15603-69275,0.0
0,15603-69564,0.0
0,53451-53967,0.0
0,53451-68561,0.0
0,53451-68997,0.0
0,53451-69275,0.0
0,53451-69564,0.0
0,53967-68561,0.0
0,53967-69275,0.0
0,53967-69564,0.0
0,68561-68997,0.0
0,68561-69275,0.0
0,68561-69564,0.0
0,68997-69275,0.0
0,68997-69564,0.0
0,69275-69564,0.0
0,15971-71220,7.0
0,15971-101188,10.0
0,71220-101188,10.0
0,15971-68115,0.0
0,15971-68979,0.0
0,68115-68979,0.0
0,68115-71220,11.0
0,68115-101188,4.0
0,68979-71220,1.0
0,68979-101188,0.0
0,16193-94211,1.0
0,24083-51421,0.0
0,25813-72124,0.0
0,29027-99510,0.0
0,29027-99746,2.0
0,29027-107565,1.0
0,99510-99746,0.0
0,99510-107565,0.0
0,99746-107565,1.0
0,32229-33036,0.0
0,33389-70971,6.0
0,33389-74644,6.0
0,33389-76245,3.0
0,70971-74644,12.0
0,70971-76245,12.0
0,74644-76245,4.0
0,38650-136454,0.0
0,38650-136494,0.0
0,38650-136532,0.0
0,38650-136760,0.0
0,38650-136811,0.0
0,38650-136899,0.0
0,38650-137278,0.0
0,38650-137418,0.0
0,38650-137425,0.0
0,38650-137470,0.0
0,38650-137721,0.0
0,38650-138881,0.0
0,38650-139372,0.0
0,136454-136494,0.0
0,136454-136532,0.0
0,136454-136760,0.0
0,136454-136811,0.0
0,136454-136899,0.0
0,136454-137278,0.0
0,136454-137418,0.0
0,136454-137425,0.0
0,136454-137470,0.0
0,136454-137721,0.0
0,136454-138881,0.0
0,136454-139372,0.0
0,136494-136532,0.0
0,136494-136760,0.0
0,136494-136811,0.0
0,136494-136899,0.0
0,136494-137278,0.0
0,136494-137418,0.0
0,136494-137425,0.0
0,136494-137470,0.0
0,136494-137721,0.0
0,136494-138881,0.0
0,136494-139372,0.0
0,136532-136760,0.0
0,136532-136811,0.0
0,136532-136899,0.0
0,136532-137278,0.0
0,136532-137418,0.0
0,136532-137425,0.0
0,136532-137470,0.0
0,136532-137721,0.0
0,136532-138881,0.0
0,136532-139372,0.0
0,136760-136811,0.0
0,136760-136899,0.0
0,136760-137278,0.0
0,136760-137418,0.0
0,136760-137425,0.0
0,136760-137470,0.0
0,136760-137721,0.0
0,136760-138881,0.0
0,136760-139372,0.0
0,136811-136899,0.0
0,136811-137278,0.0
0,136811-137418,0.0
0,136811-137425,0.0
0,136811-137470,0.0
0,136811-137721,0.0
0,136811-138881,0.0
0,136811-139372,0.0
0,136899-137278,0.0
0,136899-137418,0.0
0,136899-137425,0.0
0,136899-137470,0.0
0,136899-137721,0.0
0,136899-138881,0.0
0,136899-139372,0.0
0,137278-137418,0.0
0,137278-137425,0.0
